ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText
1052,55,5,14-08-2023,4,The  quality  is  top-notch.
1061,64,7,17-12-2023,4,"Great  purchase,  very  satisfied."
1063,5,6,21-09-2025,4,"Good  quality,    but  could  be  cheaper."
1066,81,6,29-08-2025,4,The  quality  is    top-notch.
1069,84,9,05-03-2025,4,Shipping  was  fast  and  the  item  was  well-packaged.
1071,23,7,16-09-2024,4,"Great  purchase,  very  satisfied."
1073,30,10,22-09-2023,4,"Good  quality,  but  could  be  cheaper."
1074,21,13,07-04-2023,4,"Good  quality,  but  could  be  cheaper."
1078,8,2,15-12-2023,4,Customer  support  was  very  helpful.
1080,86,16,27-05-2025,4,Shipping  was  fast  and  the  item    was  well-packaged.
1083,40,6,02-04-2024,4,The  quality  is  top-notch.
1085,46,6,02-07-2025,4,Customer  support  was  very  helpful.
1088,55,13,05-05-2025,4,"I  love  this  product,  will  buy  again!"
1090,3,14,09-01-2023,4,Shipping  was  fast  and  the  item  was  well-packaged.
1092,82,5,16-02-2023,4,Five  stars    for  the  quick  delivery.
1095,31,15,23-09-2024,4,The  quality  is    top-notch.
1096,82,13,17-11-2023,4,Five  stars  for  the  quick  delivery.
1100,88,14,13-08-2025,4,Five  stars  for  the  quick  delivery.
1102,35,12,01-02-2024,4,The  quality  is  top-notch.
1107,51,14,27-03-2024,4,Five  stars  for  the  quick  delivery.
1114,56,15,14-06-2025,4,Shipping  was  fast  and  the  item  was  well-packaged.
1116,52,5,22-05-2025,4,Five  stars  for  the  quick  delivery.
1117,74,11,12-09-2023,4,The  quality  is  top-notch.
1118,50,16,15-05-2023,4,Five  stars  for  the  quick  delivery.
1121,23,20,25-06-2023,4,Customer  support  was  very  helpful.
1127,82,15,06-01-2024,4,Customer  support  was  very  helpful.
1130,88,13,30-12-2025,4,The  quality  is  top-notch.
1133,46,19,12-09-2023,4,"I  love  this  product,  will  buy  again!"
1142,4,2,24-04-2024,4,Shipping  was  fast  and  the  item  was  well-packaged.
1143,75,18,09-08-2025,4,The  quality  is  top-notch.
1146,88,15,10-02-2024,4,Shipping  was  fast  and  the  item  was  well-packaged.
1148,94,2,11-10-2024,4,"Good  quality,  but    could  be  cheaper."
1158,99,20,29-07-2024,4,The  quality  is  top-notch.
1169,97,19,24-06-2025,4,"Great  purchase,  very  satisfied."
1170,78,4,19-12-2023,4,Customer  support  was  very  helpful.
1173,76,3,09-08-2025,4,"Great  purchase,  very  satisfied."
1174,69,3,24-08-2025,4,Shipping  was  fast  and  the  item  was  well-packaged.
1182,70,15,21-08-2023,4,"I  love  this  product,  will  buy  again!"
1186,80,11,15-10-2025,4,"I  love  this  product,  will  buy  again!"
1187,66,9,11-06-2023,4,"Great  purchase,  very  satisfied."
1198,92,1,25-06-2024,4,Customer  support  was  very  helpful.
1199,71,7,16-09-2024,4,The  quality  is  top-notch.
1200,89,17,04-04-2024,4,Shipping  was  fast  and  the  item  was  well-packaged.
1201,14,11,04-08-2023,4,"Great  purchase,  very  satisfied."
1203,2,19,20-07-2025,4,"Great  purchase,  very  satisfied."
1204,19,18,06-11-2024,4,The  quality  is  top-notch.
1206,50,12,06-07-2023,4,The  quality  is  top-notch.
1210,67,8,24-10-2024,4,"Good  quality,  but  could  be  cheaper."
1214,100,10,27-08-2025,4,"Great  purchase,  very  satisfied."
1221,42,17,31-08-2023,4,"Good  quality,  but  could    be  cheaper."
1228,57,1,30-11-2023,4,"I  love  this  product,  will  buy  again!"
1229,31,17,01-06-2025,4,"I  love  this  product,  will  buy  again!"
1236,60,3,07-02-2023,4,Five  stars  for  the  quick  delivery.
1238,15,9,13-06-2025,4,Customer    support  was  very  helpful.
1242,22,19,08-02-2025,4,"Great  purchase,  very  satisfied."
1246,53,1,04-08-2024,4,The  quality  is  top-notch.
1248,72,2,19-12-2025,4,Shipping  was  fast  and  the  item  was    well-packaged.
1257,93,10,05-02-2023,4,Customer  support  was  very  helpful.
1261,12,18,08-08-2023,4,Five  stars  for  the  quick  delivery.
1265,81,20,29-04-2023,4,Customer  support    was  very  helpful.
1266,65,14,01-07-2025,4,Shipping  was  fast  and  the  item  was  well-packaged.
1269,39,13,09-02-2024,4,The  quality  is    top-notch.
1270,72,16,11-07-2025,4,"I  love  this  product,  will  buy  again!"
1271,64,10,28-04-2024,4,The  quality    is  top-notch.
1272,82,14,24-12-2025,4,Exceeded  my  expectations!
1273,74,10,19-02-2024,4,Five  stars  for  the  quick  delivery.
1277,20,11,28-09-2023,4,"I  love  this  product,  will  buy  again!"
1285,81,12,15-07-2024,4,"Good  quality,  but  could  be    cheaper."
1291,90,2,20-05-2024,4,Shipping  was  fast  and  the  item    was  well-packaged.
1294,86,11,11-06-2023,4,Shipping  was  fast  and  the  item  was  well-packaged.
1296,60,9,26-10-2025,4,"Good  quality,    but  could  be  cheaper."
1298,82,1,13-08-2024,4,"Excellent  product,  highly  recommend!"
1299,44,18,02-07-2025,4,"I  love  this  product,  will  buy  again!"
1300,6,11,14-04-2024,4,Customer  support  was  very  helpful.
1301,79,13,28-05-2025,4,"Great  purchase,  very  satisfied."
1303,99,3,22-03-2024,4,Customer  support  was  very  helpful.
1306,89,1,03-09-2023,4,Customer  support  was  very  helpful.
1308,46,5,03-02-2025,4,"Great  purchase,    very  satisfied."
1309,53,8,12-10-2024,4,"I  love  this  product,    will  buy  again!"
1312,11,18,16-05-2023,4,"Good  quality,  but  could  be  cheaper."
1315,85,14,28-05-2023,4,"I    love  this  product,  will  buy  again!"
1324,36,10,27-12-2025,4,Customer  support  was  very  helpful.
1328,97,11,23-12-2025,4,Customer  support  was  very  helpful.
